4,121.676,290.52,42.7588,118.854,278.084,43.9362,116.072,267.528,44.372,113.527,258.563,44.3678,111.221,248.783,44.0822,108.811,237.211,44.1828,106.628,227.235,43.4277,104.678,216.663,42.6715,102.626,209.382,40.9898,100.567,201.363,39.339,98.8292,188.405,38.2054,97.0809,180.209,36.2659,95.5502,171.505,33.9812,93.888,163.081,31.4095,92.5422,152.789,28.726,91.155,144.286,25.8181,89.787,135.389,22.6779,88.5119,127.44,19.1202,87.2524,119.099,15.3757,86.2952,109.314,12.0557,85.1294,101.531,7.96512,84.3106,93.4901,3.72211,83.8175,85.9974,4.41259,83.3541,79.4933,8.00833,82.8934,72.8075,11.3077,82.4562,66.4333,14.291,82.1672,59.9498,16.9918,81.8752,53.3523,19.439,81.5979,47.0672,21.6261,81.3184,40.692,23.5905
4,65.5428,273.379,43.3905,63.7175,263.036,43.5963,61.9959,251.878,43.7648,60.6205,240.041,44.1274,58.7487,232.002,43.2428,57.7989,219.016,43.3248,56.3113,210.62,42.2594,55.4974,197.8,41.5155,54.3984,188.304,40.0865,53.3909,178.28,38.7194,52.4178,168.664,36.8365,51.4322,160.213,34.4751,50.9091,148.275,32.7869,50.2081,139.815,29.8992,49.4618,130.17,27.3831,48.9077,120.959,24.4566,48.5751,111.518,21.1685,48.3085,101.849,18.1032,47.9876,93.1156,14.3455,47.925,83.6793,10.8593,47.8425,74.5854,6.78326,47.5619,66.2278,2.28209,47.8018,58.8652,4.12847,47.9986,51.5141,7.61886,48.3955,43.7836,10.9875,48.5541,37.1714,13.5545,48.9474,29.8507,16.3551,49.4631,22.6195,18.7511,49.9795,15.4538,20.9276,50.3479,8.59545,22.6621
4,72.8611,299.551,43.3481,69.736,290.829,44.1719,66.7464,279.688,44.8817,64.1451,268.884,45.8274,61.4157,258.473,46.2709,59.0647,247.366,46.1777,56.5598,237.716,45.9366,54.2477,226.214,45.6437,51.7312,217.18,44.8155,49.9049,205.538,44.1343,47.8503,196.211,42.9561,45.7272,186.217,41.2227,43.7666,175.672,39.3819,42.1026,165.57,37.6476,40.3158,155.753,35.2767,38.495,145.413,32.5131,36.7079,137.682,29.3161,35.3008,127.308,26.3501,33.8074,117.214,23.2629,32.4612,108.178,19.8012,31.4079,97.5691,16.1729,29.5482,89.9638,11.8179,28.5219,80.5073,7.4972,27.4245,71.2732,3.34093,26.6223,62.5686,0.832762,26.0453,55.223,4.70463,25.4866,47.6868,8.49436,24.9716,40.4875,11.8155,24.394,33.5324,14.8866,24.0313,26.1059,17.7871
4,60.0556,272.633,42.5737,58.8403,262.296,42.7961,57.7485,249.98,42.9421,56.4328,239.371,42.437,55.4489,228.111,42.1552,54.4521,218.44,41.0325,53.809,207.155,40.3469,52.9767,196.353,39.0838,52.1273,186.931,37.2877,51.8615,175.359,36.1354,51.5472,165.189,34.2745,50.8056,156.113,31.5804,50.5635,145.975,29.3811,49.8234,136.846,23.768,50.1708,125.6,24.1262,50.1841,115.479,21.1148,50.1427,106.403,17.7293,50.1306,97.0721,14.0554,50.3162,87.6334,10.6094,50.276,78.9982,6.36145,50.5601,70.2884,2.01622,51.0646,62.527,4.94567,51.4592,54.731,8.40306,52.1247,47.0649,11.5052,52.5271,39.3223,14.5311,52.9853,32.4101,16.7803,53.6295,24.8837,19.2482,54.2532,17.4413,21.3572,54.9672,10.1523,23.1107,55.653,2.9728,24.5675
4,59.054,273.517,43.679,58.44,260.575,45.0085,57.5825,249.454,45.8545,56.9451,240.068,46.0016,56.4143,228.843,46.2929,56.1602,217.188,46.3017,55.9165,206.108,46.1046,55.6767,195.573,45.5057,55.4401,185.53,44.5347,55.2524,175.064,43.593,55.5139,163.609,42.241,55.319,154.144,40.668,55.513,144.478,38.574,55.5879,133.778,36.5972,56.0254,123.08,34.5301,56.2297,113.466,31.9258,56.6092,103.752,29.2923,57.1399,93.9759,26.3175,57.6602,84.1248,23.2247,58.2888,74.7884,19.8338,58.7312,65.8,16.2122,59.4365,56.8324,12.194,60.2887,47.0383,8.23751,60.911,38.4244,3.75401,61.9364,30.1872,1.16267,63.0617,22.5265,5.40891,64.0993,15.3369,8.98232,65.2001,8.06363,12.5005,66.2161,1.23097,15.4297,67.2863,-5.9092,18.3551
4,64.792,291.914,42.7736,62.9512,279.333,43.9735,61.141,269.919,44.472,59.7396,257.181,45.0602,58.1016,247.365,45.019,56.2947,237.889,44.5352,55.0976,226.648,44.2174,53.6923,216.878,43.5331,52.1209,207.435,42.2534,50.8066,198.408,40.3859,49.6766,187.773,39.4167,49.2747,176.083,37.8223,47.3084,169.64,32.4623,47.3664,157.139,33.3108,46.6623,146.693,30.7604,45.9276,137.393,27.7952,45.272,127.727,24.6438,44.8072,118.491,21.2892,43.9648,110.05,17.4321,43.712,99.6186,14.2344,43.3345,90.7428,10.1427,42.9545,82.1388,5.61205,42.6257,73.8724,1.97161,42.625,66.5061,5.81477,42.7336,58.5741,9.5661,42.6578,51.4464,12.9453,42.8181,43.9054,16.2035,42.966,36.7508,19.0111,43.1539,29.5835,21.576,43.3238,22.754,23.6303
4,114.342,275.211,43.1754,111.516,268.383,42.8043,108.511,255.822,43.1791,105.844,246.071,42.9367,103.277,233.493,42.8099,100.618,224.527,42.1643,98.2323,214.94,40.8461,95.8259,203.82,39.7485,93.4807,195.803,38.1835,91.6547,184.642,36.7856,89.6495,176.405,34.5258,87.6447,166.821,32.3463,85.9557,158.383,29.4911,84.0822,148.697,27.173,82.6645,139.444,24.208,81.1267,130.479,21.0403,79.8286,121.851,17.6575,78.567,112.89,14.2958,77.0316,104.72,10.4073,75.8657,95.7486,6.59103,75.0621,86.6422,2.65856,74.195,80.1967,4.41147,73.5191,72.7001,7.99269,72.8832,66.0295,11.0375,72.2777,59.2143,13.8236,71.8431,51.9462,16.6618,71.2952,45.3569,18.7847,70.91,38.3809,20.9761,70.5417,32.0655,22.5111,70.1986,25.032,24.173
4,67.2918,304.663,43.4235,65.0855,291.416,45.15,62.6635,282.817,45.9493,60.6392,271.881,46.8707,58.7423,260.137,47.711,56.656,250.07,47.8744,55.2019,238.212,47.9258,53.7785,227.941,47.8132,52.5139,216.018,47.6312,51.0401,205.6,46.6714,49.9022,194.689,45.9376,48.8074,184.272,44.6446,47.3731,174.136,43.068,46.1195,165.285,40.8087,45.2766,154.434,38.6098,44.4799,144.044,36.3686,43.5663,135.503,32.9824,42.662,125.774,30.1674,42.1815,115.909,27.1402,41.3901,106.263,23.6666,40.9335,97.1132,19.8441,40.6909,86.6306,16.5289,40.5254,77.1837,12.5727,39.9499,68.918,8.03268,39.3746,60.8476,2.96261,39.5767,51.6639,0.907183,39.8161,44.4116,5.02727,39.9146,37.4557,8.6735,40.2382,30.1606,12.1915,40.4317,23.1989,15.4153
4,22.6837,312.303,44.3499,23.482,296.539,46.3664,23.4508,284.346,47.8883,23.3959,272.785,48.8415,21.7059,269.52,47.8817,23.1406,252.432,49.9749,22.6352,243.524,48.8032,22.758,233.872,48.2961,23.1261,222.396,47.7406,24.1046,210.473,48.6751,24.2818,201.09,47.5591,24.8868,190.244,46.6284,25.8557,178.205,45.4816,26.6519,167.657,44.0427,26.9398,160.889,41.3996,27.3157,151.045,36.7489,29.0259,138.967,37.4244,28.8709,132.83,30.9209,30.4294,121.765,31.081,31.4028,112.401,24.9813,32.2425,104.089,24.6522,33.3224,94.9408,21.034,34.4841,86.2466,17.2497,35.4308,77.7968,13.2106,36.9396,68.3769,9.28265,38.2936,59.0486,0.932951,39.7051,51.9571,3.75607,41.1478,44.9612,7.78795,42.4928,38.3398,11.3045,43.9257,31.7676,14.6349
4,52.2901,280.134,43.2027,50.3454,267.66,44.4471,48.6716,257.041,45.1939,46.8401,246.767,45.6985,45.0792,236.907,45.7316,43.4705,226.288,45.7423,42.2129,215.139,45.2785,41.305,203.536,44.8089,39.6888,194.104,44.0759,38.6869,183.344,43.1061,37.4526,173.827,41.646,36.5286,163.899,39.8495,35.6465,152.678,38.3612,34.7103,144.292,35.8543,33.6446,134.535,33.5337,33.034,124.614,30.9643,32.2637,116.37,27.6482,31.9721,105.253,25.3178,31.1822,96.8982,21.7442,30.6384,88.2807,17.881,30.064,79.3067,14.1591,29.8586,70.2658,10.1802,29.6537,61.5284,5.98721,29.7209,52.1953,1.55461,29.918,44.8702,4.30747,30.0533,37.9586,7.95176,30.2575,30.9851,11.3293,30.5182,23.9646,14.3226,31.022,16.6999,17.3422,31.154,10.3106,19.7047
